video_id,compression,frame_idx,t_sec,R_mean,G_mean,B_mean,Y_mean,Y_std,fps,label
c23__videos__986,c23,0,0.0,,,,,,25.0,Real
c23__videos__986,c23,1,0.04,,,,,,25.0,Real
c23__videos__986,c23,2,0.08,,,,,,25.0,Real
c23__videos__986,c23,3,0.12,,,,,,25.0,Real
c23__videos__986,c23,4,0.16,,,,,,25.0,Real
c23__videos__986,c23,5,0.2,,,,,,25.0,Real
c23__videos__986,c23,6,0.24,,,,,,25.0,Real
c23__videos__986,c23,7,0.28,,,,,,25.0,Real
c23__videos__986,c23,8,0.32,,,,,,25.0,Real
c23__videos__986,c23,9,0.36,,,,,,25.0,Real
c23__videos__986,c23,10,0.4,,,,,,25.0,Real
c23__videos__986,c23,11,0.44,,,,,,25.0,Real
c23__videos__986,c23,12,0.48,,,,,,25.0,Real
c23__videos__986,c23,13,0.52,,,,,,25.0,Real
c23__videos__986,c23,14,0.56,,,,,,25.0,Real
c23__videos__986,c23,15,0.6,,,,,,25.0,Real
c23__videos__986,c23,16,0.64,,,,,,25.0,Real
c23__videos__986,c23,17,0.68,,,,,,25.0,Real
c23__videos__986,c23,18,0.72,,,,,,25.0,Real
c23__videos__986,c23,19,0.76,,,,,,25.0,Real
c23__videos__986,c23,20,0.8,,,,,,25.0,Real
c23__videos__986,c23,21,0.84,,,,,,25.0,Real
c23__videos__986,c23,22,0.88,,,,,,25.0,Real
c23__videos__986,c23,23,0.92,,,,,,25.0,Real
c23__videos__986,c23,24,0.96,,,,,,25.0,Real
c23__videos__986,c23,25,1.0,,,,,,25.0,Real
c23__videos__986,c23,26,1.04,,,,,,25.0,Real
c23__videos__986,c23,27,1.08,,,,,,25.0,Real
c23__videos__986,c23,28,1.12,,,,,,25.0,Real
c23__videos__986,c23,29,1.16,,,,,,25.0,Real
c23__videos__986,c23,30,1.2,,,,,,25.0,Real
c23__videos__986,c23,31,1.24,,,,,,25.0,Real
c23__videos__986,c23,32,1.28,,,,,,25.0,Real
c23__videos__986,c23,33,1.32,,,,,,25.0,Real
c23__videos__986,c23,34,1.36,,,,,,25.0,Real
c23__videos__986,c23,35,1.4,,,,,,25.0,Real
c23__videos__986,c23,36,1.44,,,,,,25.0,Real
c23__videos__986,c23,37,1.48,,,,,,25.0,Real
c23__videos__986,c23,38,1.52,,,,,,25.0,Real
c23__videos__986,c23,39,1.56,,,,,,25.0,Real
c23__videos__986,c23,40,1.6,,,,,,25.0,Real
c23__videos__986,c23,41,1.64,,,,,,25.0,Real
c23__videos__986,c23,42,1.68,,,,,,25.0,Real
c23__videos__986,c23,43,1.72,,,,,,25.0,Real
c23__videos__986,c23,44,1.76,,,,,,25.0,Real
c23__videos__986,c23,45,1.8,,,,,,25.0,Real
c23__videos__986,c23,46,1.84,,,,,,25.0,Real
c23__videos__986,c23,47,1.88,,,,,,25.0,Real
c23__videos__986,c23,48,1.92,,,,,,25.0,Real
c23__videos__986,c23,49,1.96,,,,,,25.0,Real
c23__videos__986,c23,50,2.0,,,,,,25.0,Real
c23__videos__986,c23,51,2.04,,,,,,25.0,Real
c23__videos__986,c23,52,2.08,,,,,,25.0,Real
c23__videos__986,c23,53,2.12,,,,,,25.0,Real
c23__videos__986,c23,54,2.16,,,,,,25.0,Real
c23__videos__986,c23,55,2.2,,,,,,25.0,Real
c23__videos__986,c23,56,2.24,,,,,,25.0,Real
c23__videos__986,c23,57,2.28,,,,,,25.0,Real
c23__videos__986,c23,58,2.32,,,,,,25.0,Real
c23__videos__986,c23,59,2.36,,,,,,25.0,Real
c23__videos__986,c23,60,2.4,,,,,,25.0,Real
c23__videos__986,c23,61,2.44,,,,,,25.0,Real
c23__videos__986,c23,62,2.48,,,,,,25.0,Real
c23__videos__986,c23,63,2.52,,,,,,25.0,Real
c23__videos__986,c23,64,2.56,,,,,,25.0,Real
c23__videos__986,c23,65,2.6,,,,,,25.0,Real
c23__videos__986,c23,66,2.64,,,,,,25.0,Real
c23__videos__986,c23,67,2.68,,,,,,25.0,Real
c23__videos__986,c23,68,2.72,,,,,,25.0,Real
c23__videos__986,c23,69,2.76,,,,,,25.0,Real
c23__videos__986,c23,70,2.8,,,,,,25.0,Real
c23__videos__986,c23,71,2.84,,,,,,25.0,Real
c23__videos__986,c23,72,2.88,,,,,,25.0,Real
c23__videos__986,c23,73,2.92,,,,,,25.0,Real
c23__videos__986,c23,74,2.96,,,,,,25.0,Real
c23__videos__986,c23,75,3.0,,,,,,25.0,Real
c23__videos__986,c23,76,3.04,,,,,,25.0,Real
c23__videos__986,c23,77,3.08,,,,,,25.0,Real
c23__videos__986,c23,78,3.12,,,,,,25.0,Real
c23__videos__986,c23,79,3.16,,,,,,25.0,Real
c23__videos__986,c23,80,3.2,,,,,,25.0,Real
c23__videos__986,c23,81,3.24,,,,,,25.0,Real
c23__videos__986,c23,82,3.28,,,,,,25.0,Real
c23__videos__986,c23,83,3.32,,,,,,25.0,Real
c23__videos__986,c23,84,3.36,,,,,,25.0,Real
c23__videos__986,c23,85,3.4,,,,,,25.0,Real
c23__videos__986,c23,86,3.44,,,,,,25.0,Real
c23__videos__986,c23,87,3.48,,,,,,25.0,Real
c23__videos__986,c23,88,3.52,,,,,,25.0,Real
c23__videos__986,c23,89,3.56,,,,,,25.0,Real
c23__videos__986,c23,90,3.6,,,,,,25.0,Real
c23__videos__986,c23,91,3.64,,,,,,25.0,Real
c23__videos__986,c23,92,3.68,,,,,,25.0,Real
c23__videos__986,c23,93,3.72,,,,,,25.0,Real
c23__videos__986,c23,94,3.76,,,,,,25.0,Real
c23__videos__986,c23,95,3.8,,,,,,25.0,Real
c23__videos__986,c23,96,3.84,,,,,,25.0,Real
c23__videos__986,c23,97,3.88,,,,,,25.0,Real
c23__videos__986,c23,98,3.92,,,,,,25.0,Real
c23__videos__986,c23,99,3.96,,,,,,25.0,Real
c23__videos__986,c23,100,4.0,,,,,,25.0,Real
c23__videos__986,c23,101,4.04,,,,,,25.0,Real
c23__videos__986,c23,102,4.08,,,,,,25.0,Real
c23__videos__986,c23,103,4.12,,,,,,25.0,Real
c23__videos__986,c23,104,4.16,,,,,,25.0,Real
c23__videos__986,c23,105,4.2,,,,,,25.0,Real
c23__videos__986,c23,106,4.24,,,,,,25.0,Real
c23__videos__986,c23,107,4.28,,,,,,25.0,Real
c23__videos__986,c23,108,4.32,,,,,,25.0,Real
c23__videos__986,c23,109,4.36,,,,,,25.0,Real
c23__videos__986,c23,110,4.4,,,,,,25.0,Real
c23__videos__986,c23,111,4.44,,,,,,25.0,Real
c23__videos__986,c23,112,4.48,,,,,,25.0,Real
c23__videos__986,c23,113,4.52,,,,,,25.0,Real
c23__videos__986,c23,114,4.56,,,,,,25.0,Real
c23__videos__986,c23,115,4.6,,,,,,25.0,Real
c23__videos__986,c23,116,4.64,,,,,,25.0,Real
c23__videos__986,c23,117,4.68,,,,,,25.0,Real
c23__videos__986,c23,118,4.72,,,,,,25.0,Real
c23__videos__986,c23,119,4.76,,,,,,25.0,Real
c23__videos__986,c23,120,4.8,,,,,,25.0,Real
c23__videos__986,c23,121,4.84,,,,,,25.0,Real
c23__videos__986,c23,122,4.88,,,,,,25.0,Real
c23__videos__986,c23,123,4.92,,,,,,25.0,Real
c23__videos__986,c23,124,4.96,,,,,,25.0,Real
c23__videos__986,c23,125,5.0,,,,,,25.0,Real
c23__videos__986,c23,126,5.04,,,,,,25.0,Real
c23__videos__986,c23,127,5.08,,,,,,25.0,Real
c23__videos__986,c23,128,5.12,,,,,,25.0,Real
c23__videos__986,c23,129,5.16,,,,,,25.0,Real
c23__videos__986,c23,130,5.2,,,,,,25.0,Real
c23__videos__986,c23,131,5.24,,,,,,25.0,Real
c23__videos__986,c23,132,5.28,,,,,,25.0,Real
c23__videos__986,c23,133,5.32,,,,,,25.0,Real
c23__videos__986,c23,134,5.36,,,,,,25.0,Real
c23__videos__986,c23,135,5.4,,,,,,25.0,Real
c23__videos__986,c23,136,5.44,,,,,,25.0,Real
c23__videos__986,c23,137,5.48,,,,,,25.0,Real
c23__videos__986,c23,138,5.52,,,,,,25.0,Real
c23__videos__986,c23,139,5.56,,,,,,25.0,Real
c23__videos__986,c23,140,5.6,,,,,,25.0,Real
c23__videos__986,c23,141,5.64,,,,,,25.0,Real
c23__videos__986,c23,142,5.68,,,,,,25.0,Real
c23__videos__986,c23,143,5.72,,,,,,25.0,Real
