video_id,compression,frame_idx,t_sec,R_mean,G_mean,B_mean,Y_mean,Y_std,fps,label
c23__videos__206,c23,0,0.0,213.84400939941406,159.02462768554688,113.36781311035156,167.38279724121094,30.181385040283203,25.0,Real
c23__videos__206,c23,1,0.04,216.43020629882812,160.82594299316406,115.65599060058594,169.3861541748047,29.48652458190918,25.0,Real
c23__videos__206,c23,2,0.08,216.5924072265625,161.47296142578125,115.70217895507812,169.88670349121094,29.547353744506836,25.0,Real
c23__videos__206,c23,3,0.12,216.01210021972656,161.26553344726562,115.36642456054688,169.5907440185547,29.8762149810791,25.0,Real
c23__videos__206,c23,4,0.16,218.2590789794922,163.39385986328125,116.70783233642578,171.68746948242188,28.456262588500977,25.0,Real
c23__videos__206,c23,5,0.2,218.45278930664062,163.34947204589844,117.17514038085938,171.73065185546875,29.08976173400879,25.0,Real
c23__videos__206,c23,6,0.24,218.3833770751953,163.48910522460938,117.23486328125,171.82008361816406,28.74144744873047,25.0,Real
c23__videos__206,c23,7,0.28,218.068603515625,162.98709106445312,117.03308868408203,171.37954711914062,29.13506317138672,25.0,Real
c23__videos__206,c23,8,0.32,217.5439910888672,162.80628967285156,116.48667907714844,171.0992431640625,29.475112915039062,25.0,Real
c23__videos__206,c23,9,0.36,218.74818420410156,163.76271057128906,117.83696746826172,172.13677978515625,29.232311248779297,25.0,Real
c23__videos__206,c23,10,0.4,220.66748046875,165.54075622558594,118.97013854980469,173.89830017089844,27.224523544311523,25.0,Real
c23__videos__206,c23,11,0.44,221.0589141845703,165.73284912109375,119.33413696289062,174.14517211914062,27.274799346923828,25.0,Real
c23__videos__206,c23,12,0.48,220.65859985351562,166.10089111328125,118.87651062011719,174.29025268554688,27.403886795043945,25.0,Real
c23__videos__206,c23,13,0.52,221.16384887695312,165.9467315673828,119.23970794677734,174.31362915039062,27.67769432067871,25.0,Real
c23__videos__206,c23,14,0.56,221.67715454101562,165.8781280517578,119.85552978515625,174.41818237304688,27.61980438232422,25.0,Real
c23__videos__206,c23,15,0.6,221.9354248046875,166.2445526123047,120.24939727783203,174.76358032226562,27.336593627929688,25.0,Real
c23__videos__206,c23,16,0.64,221.89427185058594,166.5052490234375,120.03308868408203,174.92567443847656,26.771114349365234,25.0,Real
c23__videos__206,c23,17,0.68,222.9717559814453,166.96449279785156,121.11541748046875,175.5613250732422,26.20073127746582,25.0,Real
c23__videos__206,c23,18,0.72,221.19703674316406,165.60345458984375,119.69376373291016,174.10797119140625,28.246931076049805,25.0,Real
c23__videos__206,c23,19,0.76,221.22988891601562,165.66009521484375,119.78489685058594,174.16204833984375,27.953641891479492,25.0,Real
c23__videos__206,c23,20,0.8,221.72824096679688,166.4868621826172,119.77914428710938,174.85887145996094,27.29231071472168,25.0,Real
c23__videos__206,c23,21,0.84,222.7594451904297,166.99917602539062,120.93431854248047,175.52793884277344,26.188520431518555,25.0,Real
c23__videos__206,c23,22,0.88,222.9441680908203,167.33908081054688,121.1970443725586,175.8292694091797,25.710508346557617,25.0,Real
c23__videos__206,c23,23,0.92,220.52052307128906,165.2364501953125,119.33497619628906,173.67576599121094,28.26788330078125,25.0,Real
c23__videos__206,c23,24,0.96,220.03448486328125,165.15846252441406,118.70361328125,173.47105407714844,28.445262908935547,25.0,Real
c23__videos__206,c23,25,1.0,221.5157928466797,166.146484375,119.9473648071289,174.58242797851562,27.642993927001953,25.0,Real
c23__videos__206,c23,26,1.04,217.2310333251953,162.5362091064453,117.16293334960938,170.88836669921875,30.481542587280273,25.0,Real
c23__videos__206,c23,27,1.08,216.48158264160156,162.372802734375,117.20964813232422,170.6155548095703,31.301376342773438,25.0,Real
c23__videos__206,c23,28,1.12,217.54209899902344,163.471923828125,117.73947143554688,171.6653594970703,30.94635772705078,25.0,Real
c23__videos__206,c23,29,1.16,218.78245544433594,164.17807006835938,118.87894439697266,172.51637268066406,31.71688461303711,25.0,Real
c23__videos__206,c23,30,1.2,221.1149139404297,166.32017517089844,120.1131591796875,174.63339233398438,30.92585563659668,25.0,Real
c23__videos__206,c23,31,1.24,223.5142822265625,167.9669647216797,121.73392486572266,176.43829345703125,30.375429153442383,25.0,Real
c23__videos__206,c23,32,1.28,222.95877075195312,167.8587646484375,121.44386291503906,176.2218780517578,30.16608238220215,25.0,Real
c23__videos__206,c23,33,1.32,224.4122772216797,168.79122924804688,122.32807159423828,177.26162719726562,29.84758949279785,25.0,Real
c23__videos__206,c23,34,1.36,224.4400634765625,168.9031219482422,121.95073699951172,177.3203125,29.39341163635254,25.0,Real
c23__videos__206,c23,35,1.4,224.2183837890625,168.59194946289062,121.87767028808594,177.0453643798828,29.492504119873047,25.0,Real
c23__videos__206,c23,36,1.44,222.38177490234375,167.6248016357422,120.44499206542969,175.8597412109375,30.411767959594727,25.0,Real
c23__videos__206,c23,37,1.48,221.6157684326172,166.77011108398438,120.2101821899414,175.06866455078125,31.43346405029297,25.0,Real
c23__videos__206,c23,38,1.52,222.67845153808594,167.57069396972656,120.7112045288086,175.90333557128906,31.548606872558594,25.0,Real
c23__videos__206,c23,39,1.56,223.627197265625,168.75877380371094,121.44999694824219,177.00811767578125,30.836946487426758,25.0,Real
c23__videos__206,c23,40,1.6,223.78334045410156,168.9701690673828,121.4236831665039,177.19058227539062,30.750335693359375,25.0,Real
c23__videos__206,c23,41,1.64,222.78793334960938,167.7594757080078,120.82413482666016,176.06979370117188,31.52366828918457,25.0,Real
c23__videos__206,c23,42,1.68,221.61001586914062,166.71592712402344,120.32512664794922,175.03700256347656,31.470319747924805,25.0,Real
c23__videos__206,c23,43,1.72,219.212646484375,164.01231384277344,117.77914428710938,172.4098663330078,30.322473526000977,25.0,Real
c23__videos__206,c23,44,1.76,218.4112091064453,163.51292419433594,116.71810150146484,171.8057098388672,30.34260368347168,25.0,Real
c23__videos__206,c23,45,1.8,217.26272583007812,162.1995086669922,116.99015045166016,170.64183044433594,30.700496673583984,25.0,Real
c23__videos__206,c23,46,1.84,216.6814422607422,161.82839965820312,116.490966796875,170.216796875,31.067901611328125,25.0,Real
c23__videos__206,c23,47,1.88,217.87767028808594,162.38833618164062,117.16255950927734,170.92007446289062,30.616365432739258,25.0,Real
c23__videos__206,c23,48,1.92,218.78489685058594,163.56814575195312,117.2807846069336,171.96527099609375,30.41587257385254,25.0,Real
c23__videos__206,c23,49,1.96,220.5131378173828,164.4400634765625,118.8653564453125,173.07070922851562,30.20501708984375,25.0,Real
c23__videos__206,c23,50,2.0,221.69137573242188,165.34568786621094,119.19051361083984,173.99237060546875,31.299020767211914,25.0,Real
c23__videos__206,c23,51,2.04,222.45948791503906,165.7172393798828,119.83534240722656,174.46795654296875,31.082965850830078,25.0,Real
c23__videos__206,c23,52,2.08,221.5,165.55789184570312,119.13859558105469,174.09971618652344,31.227493286132812,25.0,Real
c23__videos__206,c23,53,2.12,222.0140380859375,165.5140380859375,119.57894897460938,174.20941162109375,31.201173782348633,25.0,Real
c23__videos__206,c23,54,2.16,222.63706970214844,166.37930297851562,119.72758483886719,174.97145080566406,31.27880096435547,25.0,Real
c23__videos__206,c23,55,2.2,222.4164581298828,165.9265594482422,120.108154296875,174.6282196044922,31.09796714782715,25.0,Real
c23__videos__206,c23,56,2.24,221.72720336914062,165.9031524658203,118.86602020263672,174.37525939941406,31.420846939086914,25.0,Real
c23__videos__206,c23,57,2.28,221.53106689453125,165.73849487304688,120.0129165649414,174.29861450195312,30.850196838378906,25.0,Real
c23__videos__206,c23,58,2.32,221.40597534179688,165.7255859375,119.69491577148438,174.23980712890625,31.323551177978516,25.0,Real
c23__videos__206,c23,59,2.36,222.87155151367188,166.9637908935547,120.21206665039062,175.47430419921875,31.25521469116211,25.0,Real
